0.034442,1.762317,158.134934,-0.4
0.034442,1.762317,158.134934,-0.38
0.034442,1.762317,158.134934,-0.36
0.034442,1.762317,158.134934,-0.34
0.034442,1.762317,158.134934,-0.32
0.034442,1.762317,158.134934,-0.3
0.034442,1.762317,158.134934,-0.28
0.034442,1.762317,158.134934,-0.26
0.034442,1.762317,158.134934,-0.24
0.034442,1.762317,158.134934,-0.22
0.034442,1.762317,158.134934,-0.2
0.034442,1.762317,158.134934,-0.18
0.034442,1.762317,158.134934,-0.16
0.034442,1.762317,158.134934,-0.14
0.034442,1.762317,158.134934,-0.12
0.034442,1.762317,158.134934,-0.1
0.034442,1.762317,158.134934,-0.08
0.034442,1.762317,158.134934,-0.06
0.034442,1.762317,158.134934,-0.04
0.034442,1.762317,158.134934,-0.02
0.034442,1.762317,158.134934,0
0.034442,1.762317,158.134934,0.02
0.034442,1.762317,158.134934,0.04
0.034442,1.762317,158.134934,0.06
0.034442,1.762317,158.134934,0.08
0.034442,1.762317,158.134934,0.1
0.034442,1.762317,158.134934,0.12
0.034442,1.762317,158.134934,0.14
0.034442,1.762317,158.134934,0.16
0.034442,1.762317,158.134934,0.18
0.034442,1.762317,158.134934,0.2
0.034442,1.762317,158.134934,0.22
0.034442,1.762317,158.134934,0.24
0.034442,1.762317,158.134934,0.26
0.034442,1.762317,158.134934,0.28
0.034442,1.762317,158.134934,0.3
0.034442,1.762317,158.134934,0.32
0.034442,1.762317,158.134934,0.34
0.034442,1.762317,158.134934,0.36
0.034442,1.762317,158.134934,0.38
0.034442,1.762317,158.134934,0.4
0.037401,1.652944,157.987702,-0.4
0.037401,1.652944,157.987702,-0.38
0.037401,1.652944,157.987702,-0.36
0.037401,1.652944,157.987702,-0.34
0.037401,1.652944,157.987702,-0.32
0.037401,1.652944,157.987702,-0.3
0.037401,1.652944,157.987702,-0.28
0.037401,1.652944,157.987702,-0.26
0.037401,1.652944,157.987702,-0.24
0.037401,1.652944,157.987702,-0.22
0.037401,1.652944,157.987702,-0.2
0.037401,1.652944,157.987702,-0.18
0.037401,1.652944,157.987702,-0.16
0.037401,1.652944,157.987702,-0.14
0.037401,1.652944,157.987702,-0.12
0.037401,1.652944,157.987702,-0.1
0.037401,1.652944,157.987702,-0.08
0.037401,1.652944,157.987702,-0.06
0.037401,1.652944,157.987702,-0.04
0.037401,1.652944,157.987702,-0.02
0.037401,1.652944,157.987702,0
0.037401,1.652944,157.987702,0.02
0.037401,1.652944,157.987702,0.04
0.037401,1.652944,157.987702,0.06
0.037401,1.652944,157.987702,0.08
0.037401,1.652944,157.987702,0.1
0.037401,1.652944,157.987702,0.12
0.037401,1.652944,157.987702,0.14
0.037401,1.652944,157.987702,0.16
0.037401,1.652944,157.987702,0.18
0.037401,1.652944,157.987702,0.2
0.037401,1.652944,157.987702,0.22
0.037401,1.652944,157.987702,0.24
0.037401,1.652944,157.987702,0.26
0.037401,1.652944,157.987702,0.28
0.037401,1.652944,157.987702,0.3
0.037401,1.652944,157.987702,0.32
